recording,label,video_ID,trial,trial_type,valid_frames,valid_trial,valid_frames_video,valid_frames_response,valid_response
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v743039,474,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v695464,623,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v203640,382,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v350095,69,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v609482,693,final_test_bonus,317,True,317,317,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v590311,27,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v828311,153,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v043192,709,final_test_bonus,319,True,319,319,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v286684,159,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v359947,169,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v767351,448,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v323446,288,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v772353,631,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v228338,334,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v757289,294,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v035864,455,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v035430,326,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v362396,257,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v905083,353,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v520863,81,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v464153,252,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v359947,247,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v097960,155,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v496138,552,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v035864,615,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v732196,644,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v590311,256,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v286684,483,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v823580,707,final_test_bonus,322,True,322,322,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v590311,643,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v506840,111,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v460684,92,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v314294,30,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v092324,80,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v037705,639,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v009763,281,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v325647,225,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v459625,181,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v441144,553,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v732196,110,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v807060,411,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v359947,186,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v609482,711,final_test_bonus,317,True,317,317,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v585224,671,final_test_bonus,318,True,318,318,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v133996,127,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v941925,202,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v720932,509,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v597611,630,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v700176,478,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v826650,196,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v096291,240,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v877014,216,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v028367,134,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v359947,43,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v663630,387,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v570340,624,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v636767,322,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v213649,436,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v043192,704,final_test_bonus,319,True,319,319,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v406966,21,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v369041,475,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v758174,125,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v035864,214,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v534309,156,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v369041,577,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v871654,183,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v828311,9,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v585224,688,final_test_bonus,318,True,318,318,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v310995,103,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v450604,325,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v828311,406,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v043192,686,final_test_bonus,319,True,319,319,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v092324,482,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v695464,428,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v286684,170,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v975659,37,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v695464,547,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v584348,180,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v070101,366,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v365004,468,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v583090,441,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v426156,174,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v099157,362,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v585224,673,final_test_bonus,318,True,318,318,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v483277,569,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v675931,578,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v459625,393,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v826650,168,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v325647,99,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v179046,226,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v362401,626,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v359947,374,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v427532,492,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v402664,95,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v301368,239,live_test_bonus,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v477631,150,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v436317,52,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v102195,108,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v043192,676,final_test_bonus,319,True,319,319,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v287698,606,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v563587,278,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v826650,556,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v220004,399,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v629507,675,final_test_bonus,313,True,313,313,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v545606,206,oracle,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v043192,694,final_test_bonus,319,True,319,319,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v733806,130,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v828311,486,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v407087,508,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v365004,298,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v767942,266,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v378414,228,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v148722,54,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v325647,76,live_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v290111,0,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v823580,684,final_test_bonus,322,True,322,322,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v570340,65,final_test_bonus,324,True,324,324,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v783429,138,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v572880,384,train,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v823580,683,final_test_bonus,322,True,322,322,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v614244,231,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v868368,481,final_test_main,300,True,300,300,True
dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,Gabor,v301368,388,live_test_bonus,300,True,300,300,True
