label,ID,trial,trial_type,valid_frames,valid_trial
NaturalVideo,v986557,467,train,300,True
NaturalVideo,v921497,579,final_test_bonus,300,True
NaturalVideo,v346879,142,final_test_bonus,300,True
NaturalImages,v693888,692,oracle,313,True
NaturalImages,v926353,703,train,318,True
NaturalVideo,v887049,444,train,300,True
NaturalVideo,v692440,565,final_test_main,300,True
NaturalVideo,v717229,551,train,300,True
NaturalVideo,v839581,365,train,300,True
Gabor,v653433,375,train,300,True
NaturalVideo,v332165,420,final_test_main,300,True
NaturalVideo,v802105,74,train,300,True
NaturalVideo,v695061,270,train,300,True
NaturalImages,v230207,709,oracle,319,True
NaturalVideo,v286834,658,live_test_main,300,True
Gabor,v114797,527,live_test_bonus,300,True
NaturalVideo,v616097,399,train,300,True
NaturalVideo,v305078,351,live_test_main,300,True
NaturalVideo,v464438,312,train,300,True
NaturalVideo,v222991,137,final_test_bonus,300,True
NaturalVideo,v524634,478,train,300,True
PinkNoise,v890362,589,train,324,True
PinkNoise,v583767,42,oracle,324,True
NaturalImages,v508437,665,live_test_main,322,True
NaturalVideo,v697151,454,oracle,300,True
NaturalVideo,v922650,636,final_test_bonus,300,True
Gabor,v002231,220,final_test_main,300,True
NaturalImages,v827550,702,train,317,True
NaturalVideo,v721937,93,oracle,300,True
PinkNoise,v037155,227,final_test_bonus,324,True
NaturalVideo,v975190,594,final_test_bonus,300,True
PinkNoise,v588477,624,oracle,324,True
Gabor,v590491,47,train,300,True
NaturalVideo,v830100,369,train,300,True
NaturalVideo,v322819,122,final_test_main,300,True
PinkNoise,v037155,196,train,324,True
NaturalVideo,v862387,394,final_test_bonus,300,True
PinkNoise,v583767,237,train,324,True
NaturalImages,v926353,698,train,318,True
PinkNoise,v588477,344,oracle,324,True
PinkNoise,v583767,186,train,324,True
NaturalVideo,v060338,572,train,300,True
Gabor,v073561,8,final_test_bonus,300,True
NaturalVideo,v975560,333,train,300,True
PinkNoise,v469061,505,live_test_main,324,True
Gabor,v236865,166,live_test_main,300,True
NaturalVideo,v981550,325,train,300,True
NaturalVideo,v226894,650,final_test_bonus,300,True
NaturalVideo,v988756,49,oracle,300,True
NaturalVideo,v355336,183,train,300,True
NaturalVideo,v221465,60,train,300,True
NaturalVideo,v060338,339,train,300,True
NaturalVideo,v467193,191,train,300,True
NaturalVideo,v396293,34,live_test_bonus,300,True
NaturalVideo,v735648,441,final_test_main,300,True
NaturalVideo,v286834,77,live_test_main,300,True
NaturalVideo,v286834,248,final_test_main,300,True
NaturalImages,v685530,714,train,318,True
NaturalVideo,v529034,337,live_test_main,300,True
NaturalVideo,v039264,105,train,300,True
NaturalImages,v508437,683,final_test_bonus,322,True
NaturalImages,v685530,691,train,318,True
NaturalVideo,v722935,422,train,300,True
NaturalVideo,v061498,257,oracle,300,True
NaturalVideo,v220086,531,final_test_main,300,True
NaturalImages,v926353,718,live_test_bonus,318,True
PinkNoise,v890362,427,live_test_main,324,True
NaturalImages,v685530,700,train,318,True
NaturalVideo,v201778,120,live_test_bonus,300,True
PinkNoise,v583767,113,final_test_bonus,324,True
NaturalVideo,v975560,377,final_test_bonus,300,True
PinkNoise,v178515,209,train,324,True
NaturalVideo,v051015,390,live_test_bonus,300,True
NaturalVideo,v022890,345,oracle,300,True
Gabor,v002231,598,final_test_main,300,True
NaturalVideo,v192183,78,train,300,True
NaturalVideo,v905830,514,train,300,True
NaturalImages,v685530,663,train,318,True
NaturalVideo,v060338,548,train,300,True
PinkNoise,v890362,489,oracle,324,True
NaturalVideo,v992390,92,final_test_bonus,300,True
NaturalVideo,v468761,279,oracle,300,True
NaturalVideo,v975560,139,final_test_bonus,300,True
NaturalVideo,v631358,652,live_test_main,300,True
NaturalVideo,v975560,76,train,300,True
Gabor,v590491,542,oracle,300,True
NaturalImages,v230207,696,final_test_bonus,319,True
NaturalVideo,v683475,641,train,300,True
Gabor,v073561,97,live_test_bonus,300,True
NaturalVideo,v068441,639,live_test_bonus,300,True
NaturalVideo,v975560,28,train,300,True
NaturalVideo,v051015,360,train,300,True
NaturalVideo,v286834,334,train,300,True
NaturalVideo,v221465,529,final_test_main,300,True
Gabor,v590491,22,train,300,True
PinkNoise,v890362,236,train,324,True
PinkNoise,v588477,203,oracle,324,True
NaturalVideo,v529034,157,train,300,True
NaturalVideo,v605809,610,train,300,True
NaturalVideo,v597693,163,train,300,True
NaturalVideo,v104376,100,train,300,True
NaturalVideo,v839581,496,train,300,True
NaturalImages,v827550,668,train,317,True
NaturalVideo,v445874,288,train,300,True
PinkNoise,v890362,283,train,324,True
NaturalVideo,v402352,575,live_test_bonus,300,True
NaturalVideo,v045243,69,final_test_main,300,True
NaturalVideo,v986557,118,train,300,True
NaturalVideo,v184516,98,final_test_bonus,300,True
NaturalVideo,v687331,469,live_test_bonus,300,True
Gabor,v002231,182,oracle,300,True
NaturalVideo,v286834,309,train,300,True
NaturalVideo,v728223,66,train,300,True
NaturalVideo,v022890,231,train,300,True
NaturalVideo,v286834,70,train,300,True
NaturalVideo,v388660,266,live_test_bonus,300,True
Gabor,v590491,373,final_test_bonus,300,True
NaturalVideo,v051015,313,train,300,True
NaturalVideo,v220774,284,train,300,True
NaturalVideo,v060338,644,train,300,True
NaturalVideo,v643877,659,train,300,True
NaturalVideo,v683475,13,train,300,True
NaturalVideo,v414947,616,train,300,True
Gabor,v114797,421,train,300,True
NaturalVideo,v228809,267,final_test_main,300,True
NaturalVideo,v449436,545,train,300,True
NaturalVideo,v155028,538,train,300,True
NaturalVideo,v108704,367,train,300,True
NaturalVideo,v507023,332,oracle,300,True
NaturalVideo,v927884,229,final_test_bonus,300,True
NaturalVideo,v991063,116,train,300,True
NaturalVideo,v950289,485,live_test_main,300,True
NaturalVideo,v648177,474,train,300,True
NaturalVideo,v052073,601,train,300,True
PinkNoise,v588477,612,live_test_bonus,324,True
NaturalVideo,v695296,300,live_test_bonus,300,True
NaturalImages,v827550,719,oracle,317,True
NaturalImages,v685530,662,final_test_main,318,True
NaturalVideo,v019522,262,train,300,True
NaturalVideo,v663600,326,train,300,True
NaturalVideo,v221465,20,train,300,True
NaturalVideo,v975560,539,train,300,True
Gabor,v590491,51,oracle,300,True
NaturalVideo,v559387,331,train,300,True
NaturalVideo,v683475,481,train,300,True
NaturalVideo,v363494,387,train,300,True
NaturalVideo,v327700,280,live_test_main,300,True
NaturalVideo,v022890,570,live_test_bonus,300,True
NaturalVideo,v168796,171,train,300,True
NaturalVideo,v975560,642,train,300,True
NaturalVideo,v402817,40,train,300,True
NaturalVideo,v220086,573,final_test_bonus,300,True
NaturalVideo,v055955,450,live_test_bonus,300,True
NaturalVideo,v529034,86,live_test_main,300,True
NaturalVideo,v051015,101,oracle,300,True
PinkNoise,v583767,247,train,324,True
NaturalVideo,v251592,396,train,300,True
NaturalImages,v230207,706,final_test_bonus,319,True
PinkNoise,v178515,121,train,324,True
NaturalVideo,v060945,204,train,300,True
NaturalVideo,v221465,75,final_test_bonus,300,True
NaturalVideo,v237049,52,train,300,True
Gabor,v002231,111,live_test_main,300,True
NaturalVideo,v521459,234,train,300,True
NaturalVideo,v839581,24,train,300,True
PinkNoise,v037155,253,train,324,True
PinkNoise,v469061,428,live_test_main,324,True
Gabor,v236865,546,oracle,300,True
NaturalVideo,v574000,114,train,300,True
NaturalVideo,v002649,502,train,300,True
NaturalVideo,v859439,416,oracle,300,True
NaturalVideo,v875603,632,oracle,300,True
NaturalVideo,v728716,635,live_test_main,300,True
NaturalVideo,v067803,621,train,300,True
Gabor,v073561,643,train,300,True
NaturalVideo,v136366,417,live_test_main,300,True
NaturalVideo,v623815,84,train,300,True
NaturalVideo,v975560,222,final_test_bonus,300,True
NaturalVideo,v978274,606,final_test_main,300,True
NaturalVideo,v529034,6,train,300,True
NaturalVideo,v792959,188,train,300,True
NaturalVideo,v979715,605,train,300,True
NaturalVideo,v363494,432,train,300,True
NaturalVideo,v201778,62,train,300,True
NaturalVideo,v523673,431,train,300,True
NaturalVideo,v702543,517,train,300,True
NaturalVideo,v758259,447,final_test_main,300,True
NaturalVideo,v449436,569,train,300,True
NaturalVideo,v683475,31,final_test_main,300,True
Gabor,v073561,319,train,300,True
NaturalVideo,v190543,362,train,300,True
NaturalImages,v685530,674,train,318,True
NaturalVideo,v422275,395,train,300,True
Gabor,v590491,151,live_test_main,300,True
NaturalVideo,v971515,336,oracle,300,True
NaturalVideo,v201778,277,train,300,True
NaturalVideo,v201778,446,train,300,True
NaturalVideo,v380107,294,train,300,True
NaturalVideo,v671177,376,live_test_main,300,True
PinkNoise,v583767,620,train,324,True
NaturalVideo,v267246,205,train,300,True
NaturalVideo,v169839,457,train,300,True
NaturalVideo,v539197,160,train,300,True
NaturalVideo,v893676,164,train,300,True
NaturalVideo,v309478,90,final_test_bonus,300,True
NaturalVideo,v286834,537,live_test_main,300,True
NaturalVideo,v051015,372,live_test_bonus,300,True
NaturalVideo,v212798,323,final_test_bonus,300,True
NaturalVideo,v524967,32,live_test_bonus,300,True
NaturalVideo,v540225,96,train,300,True
NaturalVideo,v449436,519,live_test_main,300,True
Gabor,v114797,577,oracle,300,True
NaturalVideo,v986557,449,train,300,True
NaturalVideo,v201778,206,train,300,True
NaturalVideo,v683475,223,train,300,True
NaturalVideo,v981971,611,train,300,True
NaturalVideo,v449436,304,train,300,True
NaturalVideo,v574000,487,train,300,True
NaturalVideo,v174799,287,live_test_main,300,True
NaturalVideo,v874524,130,train,300,True
NaturalVideo,v060338,595,final_test_main,300,True
NaturalVideo,v007330,161,live_test_bonus,300,True
Gabor,v114797,145,final_test_main,300,True
NaturalImages,v926353,688,live_test_main,318,True
NaturalVideo,v201778,23,final_test_main,300,True
NaturalVideo,v333055,259,train,300,True
NaturalVideo,v254237,503,live_test_main,300,True
PinkNoise,v588477,154,train,324,True
NaturalVideo,v216267,299,train,300,True
NaturalVideo,v574000,342,train,300,True
PinkNoise,v890362,482,train,324,True
NaturalVideo,v629462,403,train,300,True
NaturalVideo,v558726,193,train,300,True
NaturalVideo,v086562,463,live_test_bonus,300,True
NaturalVideo,v158396,64,train,300,True
NaturalVideo,v783085,228,train,300,True
NaturalVideo,v221465,631,train,300,True
NaturalVideo,v252221,200,live_test_bonus,300,True
NaturalVideo,v655205,224,train,300,True
NaturalVideo,v686128,104,final_test_main,300,True
Gabor,v653433,10,train,300,True
NaturalVideo,v988256,210,train,300,True
NaturalVideo,v467193,338,live_test_bonus,300,True
NaturalVideo,v044190,58,train,300,True
NaturalVideo,v709361,384,final_test_bonus,300,True
NaturalVideo,v055955,617,train,300,True
PinkNoise,v588477,275,final_test_main,324,True
NaturalVideo,v022890,418,train,300,True
NaturalVideo,v022890,149,train,300,True
Gabor,v114797,235,train,300,True
NaturalVideo,v022890,131,final_test_main,300,True
NaturalVideo,v989340,127,train,300,True
NaturalVideo,v975560,99,train,300,True
NaturalImages,v693888,682,live_test_bonus,313,True
NaturalVideo,v507047,513,train,300,True
NaturalVideo,v916440,356,live_test_main,300,True
NaturalVideo,v756212,656,train,300,True
NaturalVideo,v449436,107,final_test_main,300,True
NaturalVideo,v604345,634,train,300,True
NaturalVideo,v824936,407,final_test_bonus,300,True
NaturalVideo,v051015,212,final_test_bonus,300,True
NaturalVideo,v055955,246,train,300,True
NaturalVideo,v051015,298,train,300,True
NaturalVideo,v603956,37,train,300,True
NaturalVideo,v467193,4,final_test_main,300,True
NaturalVideo,v449436,201,final_test_main,300,True
Gabor,v073561,256,live_test_bonus,300,True
NaturalVideo,v683475,655,live_test_bonus,300,True
NaturalImages,v693888,690,train,313,True
NaturalVideo,v731959,654,train,300,True
Gabor,v073561,276,train,300,True
NaturalVideo,v082589,129,live_test_main,300,True
NaturalVideo,v055955,303,final_test_main,300,True
NaturalVideo,v230186,492,train,300,True
PinkNoise,v469061,547,train,324,True
NaturalVideo,v363494,173,final_test_main,300,True
NaturalVideo,v548962,523,train,300,True
NaturalVideo,v380493,596,train,300,True
NaturalVideo,v544602,85,oracle,300,True
NaturalVideo,v828500,281,train,300,True
NaturalVideo,v363494,29,live_test_bonus,300,True
NaturalVideo,v740865,625,final_test_main,300,True
NaturalImages,v230207,694,oracle,319,True
NaturalVideo,v889034,525,train,300,True
NaturalVideo,v221465,648,train,300,True
NaturalImages,v693888,712,train,313,True
NaturalVideo,v521523,381,train,300,True
Gabor,v236865,144,final_test_bonus,300,True
NaturalVideo,v839581,423,train,300,True
NaturalVideo,v128452,509,train,300,True
NaturalVideo,v401273,73,oracle,300,True
NaturalImages,v508437,715,train,322,True
NaturalVideo,v574845,25,train,300,True
NaturalVideo,v839581,504,oracle,300,True
NaturalVideo,v168123,500,train,300,True
NaturalVideo,v314981,368,train,300,True
PinkNoise,v469061,549,train,324,True
NaturalVideo,v637137,459,live_test_bonus,300,True
NaturalVideo,v055955,581,oracle,300,True
NaturalVideo,v632151,7,final_test_main,300,True
NaturalImages,v693888,670,live_test_main,313,True
NaturalVideo,v722158,555,train,300,True
PinkNoise,v037155,318,oracle,324,True
NaturalImages,v685530,713,train,318,True
NaturalVideo,v985554,226,train,300,True
NaturalVideo,v986557,153,oracle,300,True
NaturalVideo,v496262,566,train,300,True
NaturalVideo,v884759,528,live_test_bonus,300,True
NaturalVideo,v558726,89,final_test_main,300,True
NaturalVideo,v258398,580,live_test_bonus,300,True
Gabor,v002231,564,train,300,True
NaturalVideo,v275821,398,train,300,True
NaturalVideo,v500978,103,train,300,True
NaturalVideo,v467193,263,final_test_main,300,True
NaturalVideo,v914053,488,final_test_bonus,300,True
NaturalVideo,v060338,133,oracle,300,True
NaturalVideo,v923302,108,final_test_bonus,300,True
NaturalVideo,v220086,295,train,300,True
NaturalVideo,v500987,286,final_test_main,300,True
NaturalVideo,v051015,211,live_test_main,300,True
NaturalVideo,v649915,462,train,300,True
NaturalVideo,v734608,645,final_test_bonus,300,True
Gabor,v002231,600,train,300,True
PinkNoise,v037155,296,train,324,True
Gabor,v236865,404,train,300,True
NaturalImages,v685530,669,final_test_bonus,318,True
Gabor,v590491,388,train,300,True
NaturalVideo,v221465,109,live_test_main,300,True
NaturalImages,v827550,689,final_test_bonus,317,True
NaturalImages,v508437,707,train,322,True
NaturalImages,v508437,697,live_test_bonus,322,True
NaturalVideo,v778295,516,train,300,True
Gabor,v073561,128,train,300,True
NaturalVideo,v593893,53,train,300,True
NaturalVideo,v301070,438,train,300,True
NaturalVideo,v793550,491,live_test_main,300,True
NaturalVideo,v107634,140,final_test_bonus,300,True
NaturalVideo,v060338,530,train,300,True
NaturalVideo,v890753,30,train,300,True
NaturalVideo,v296180,460,train,300,True
NaturalVideo,v220086,82,train,300,True
NaturalVideo,v510986,379,train,300,True
NaturalVideo,v630961,370,train,300,True
PinkNoise,v178515,165,train,324,True
NaturalVideo,v975560,225,train,300,True
NaturalVideo,v060338,184,train,300,True
NaturalVideo,v988945,490,live_test_bonus,300,True
NaturalImages,v926353,677,train,318,True
NaturalVideo,v558726,273,train,300,True
PinkNoise,v890362,249,train,324,True
Gabor,v236865,448,final_test_main,300,True
NaturalVideo,v917480,506,live_test_main,300,True
NaturalVideo,v055955,534,train,300,True
NaturalImages,v230207,664,train,319,True
NaturalVideo,v770298,597,train,300,True
PinkNoise,v037155,593,train,324,True
PinkNoise,v178515,615,train,324,True
PinkNoise,v178515,197,oracle,324,True
NaturalVideo,v520566,289,live_test_bonus,300,True
NaturalVideo,v490859,480,train,300,True
NaturalVideo,v159545,56,live_test_main,300,True
NaturalImages,v508437,695,live_test_main,322,True
NaturalVideo,v220086,189,oracle,300,True
NaturalVideo,v363494,36,train,300,True
NaturalVideo,v150692,274,live_test_bonus,300,True
NaturalVideo,v717035,213,oracle,300,True
NaturalVideo,v876037,554,train,300,True
PinkNoise,v469061,493,train,324,True
NaturalVideo,v888043,363,oracle,300,True
NaturalVideo,v529034,159,train,300,True
NaturalImages,v827550,685,live_test_main,317,True
PinkNoise,v469061,557,live_test_bonus,324,True
NaturalVideo,v986557,9,train,300,True
NaturalVideo,v869690,88,live_test_bonus,300,True
NaturalVideo,v669691,471,train,300,True
NaturalVideo,v961937,245,final_test_main,300,True
NaturalVideo,v220086,470,live_test_bonus,300,True
NaturalVideo,v136941,524,final_test_bonus,300,True
NaturalVideo,v846746,207,live_test_main,300,True
NaturalVideo,v846524,640,final_test_bonus,300,True
NaturalVideo,v683475,45,train,300,True
PinkNoise,v037155,609,train,324,True
NaturalVideo,v873451,307,live_test_main,300,True
NaturalVideo,v574000,102,train,300,True
NaturalVideo,v558726,353,train,300,True
Gabor,v653433,533,train,300,True
PinkNoise,v469061,87,final_test_bonus,324,True
NaturalVideo,v657945,208,final_test_bonus,300,True
NaturalVideo,v384100,176,train,300,True
PinkNoise,v178515,63,train,324,True
NaturalVideo,v799654,216,final_test_main,300,True
NaturalVideo,v591320,271,train,300,True
NaturalVideo,v687900,578,train,300,True
NaturalVideo,v210235,254,train,300,True
NaturalVideo,v085459,543,live_test_bonus,300,True
NaturalVideo,v467193,526,train,300,True
NaturalVideo,v165063,507,train,300,True
NaturalVideo,v630543,364,train,300,True
NaturalVideo,v097336,306,train,300,True
NaturalVideo,v529034,170,final_test_main,300,True
NaturalVideo,v182143,651,final_test_main,300,True
NaturalVideo,v511423,242,oracle,300,True
NaturalVideo,v756641,125,live_test_main,300,True
NaturalVideo,v920985,649,oracle,300,True
Gabor,v073561,2,live_test_main,300,True
NaturalVideo,v684564,535,train,300,True
NaturalVideo,v207396,350,train,300,True
NaturalVideo,v907964,521,live_test_bonus,300,True
NaturalVideo,v401628,532,train,300,True
NaturalVideo,v449436,391,train,300,True
NaturalVideo,v986557,221,train,300,True
NaturalVideo,v369305,185,oracle,300,True
NaturalVideo,v022890,440,train,300,True
NaturalVideo,v574000,439,train,300,True
NaturalVideo,v309913,68,train,300,True
NaturalVideo,v522453,358,train,300,True
NaturalVideo,v986557,48,final_test_bonus,300,True
NaturalVideo,v457349,382,train,300,True
NaturalVideo,v815346,150,train,300,True
NaturalVideo,v758708,647,final_test_bonus,300,True
NaturalVideo,v988127,194,train,300,True
NaturalVideo,v683475,67,live_test_main,300,True
NaturalVideo,v596247,628,train,300,True
Gabor,v002231,540,train,300,True
NaturalVideo,v201778,361,live_test_bonus,300,True
Gabor,v590491,255,live_test_bonus,300,True
NaturalVideo,v733715,512,train,300,True
NaturalVideo,v462680,341,live_test_bonus,300,True
NaturalVideo,v468990,424,oracle,300,True
PinkNoise,v469061,371,train,324,True
NaturalVideo,v913957,357,train,300,True
NaturalVideo,v010209,456,train,300,True
NaturalVideo,v363494,389,train,300,True
NaturalVideo,v613379,251,final_test_bonus,300,True
NaturalVideo,v718838,50,train,300,True
Gabor,v236865,477,train,300,True
NaturalVideo,v034259,315,final_test_bonus,300,True
Gabor,v236865,272,final_test_main,300,True
NaturalVideo,v683475,425,live_test_bonus,300,True
PinkNoise,v469061,162,final_test_bonus,324,True
NaturalVideo,v453089,576,train,300,True
PinkNoise,v037155,556,oracle,324,True
NaturalVideo,v926594,134,train,300,True
NaturalVideo,v626436,411,train,300,True
NaturalVideo,v966786,91,final_test_bonus,300,True
NaturalVideo,v687438,172,train,300,True
Gabor,v590491,239,train,300,True
NaturalVideo,v104224,155,final_test_bonus,300,True
NaturalVideo,v058458,366,final_test_bonus,300,True
NaturalVideo,v441925,81,train,300,True
NaturalVideo,v223261,199,train,300,True
NaturalVideo,v201778,473,train,300,True
NaturalVideo,v391280,380,train,300,True
NaturalVideo,v884704,588,train,300,True
NaturalImages,v508437,701,train,322,True
NaturalVideo,v545698,335,live_test_main,300,True
NaturalImages,v230207,679,train,319,True
NaturalVideo,v640177,39,train,300,True
NaturalVideo,v127742,445,train,300,True
NaturalVideo,v839581,574,train,300,True
NaturalVideo,v805471,202,train,300,True
NaturalVideo,v286834,378,live_test_main,300,True
NaturalVideo,v529034,483,train,300,True
NaturalVideo,v269019,218,train,300,True
NaturalVideo,v501099,392,train,300,True
NaturalVideo,v151733,442,final_test_main,300,True
NaturalVideo,v789584,54,live_test_main,300,True
Gabor,v114797,302,live_test_bonus,300,True
NaturalVideo,v291399,72,live_test_main,300,True
NaturalVideo,v579640,264,train,300,True
NaturalVideo,v208620,124,final_test_main,300,True
NaturalVideo,v911942,592,train,300,True
NaturalVideo,v387816,126,live_test_main,300,True
NaturalVideo,v742289,243,train,300,True
NaturalVideo,v286834,94,train,300,True
NaturalVideo,v107922,310,train,300,True
NaturalVideo,v776695,402,train,300,True
NaturalVideo,v956617,57,final_test_main,300,True
NaturalVideo,v767043,244,train,300,True
NaturalVideo,v151700,409,final_test_main,300,True
NaturalVideo,v247604,426,train,300,True
NaturalVideo,v324129,584,final_test_bonus,300,True
NaturalVideo,v723817,38,oracle,300,True
NaturalVideo,v683475,476,train,300,True
NaturalVideo,v035801,347,final_test_bonus,300,True
