recording,label,trial,trial_type,video_ID,valid_frames,valid_trial,valid_frames_video,valid_frames_response,valid_frames_pupil,valid_frames_gaze,valid_frames_locomotion,valid_video,valid_response,valid_pupil,valid_gaze,valid_locomotion
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,246,live_test_main,v325647,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,691,live_test_bonus,v585224,318,True,318,414,414,318,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,566,final_test_main,v584348,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,506,train,v627888,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,4,live_test_bonus,v823580,322,True,322,414,414,322,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,443,train,v415394,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,706,final_test_main,v614244,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,314,train,v841628,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,36,live_test_main,v868368,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,296,train,v462208,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,295,train,v767942,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,86,train,v490726,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,527,train,v446579,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,657,final_test_bonus,v826650,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,544,final_test_bonus,v695464,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,23,final_test_main,v584348,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,555,train,v093810,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,646,final_test_bonus,v506840,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,536,final_test_bonus,v369041,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,89,final_test_bonus,v092324,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,563,train,v266768,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,499,live_test_bonus,v823580,322,True,322,414,414,322,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,1,train,v068408,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,221,train,v919599,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,271,train,v853607,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,408,oracle,v365004,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,207,final_test_bonus,v359947,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,157,train,v004760,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,215,train,v228553,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,462,final_test_bonus,v092324,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,14,live_test_bonus,v914100,318,True,318,414,414,318,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,391,train,v046736,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,105,train,v639598,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,152,train,v858982,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,363,live_test_bonus,v043192,319,True,319,414,414,319,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,327,train,v757289,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,132,live_test_main,v545606,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,597,final_test_bonus,v826650,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,106,final_test_bonus,v590311,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,50,train,v226016,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,367,train,v425045,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,600,train,v091839,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,588,final_test_bonus,v695464,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,285,train,v684331,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,359,train,v035430,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,682,live_test_bonus,v823580,322,True,322,414,414,322,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,348,train,v857462,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,290,train,v281266,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,282,final_test_bonus,v301368,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,628,train,v517483,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,173,live_test_bonus,v043192,319,True,319,414,414,319,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,381,train,v679996,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,70,live_test_main,v545606,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,518,live_test_main,v868368,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,24,final_test_main,v772353,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,2,final_test_bonus,v590311,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,608,train,v445670,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,498,train,v316942,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,474,live_test_main,v459625,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,623,train,v675931,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,382,train,v937519,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,69,train,v859879,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,693,live_test_main,v325647,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,27,live_test_main,v545606,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,153,live_test_bonus,v914100,318,True,318,414,414,318,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,709,train,v706236,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,159,live_test_main,v286684,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,169,final_test_main,v096291,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,448,final_test_bonus,v570340,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,288,oracle,v663630,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,631,train,v151773,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,334,final_test_bonus,v013217,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,294,train,v225201,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,455,train,v937991,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,326,train,v178344,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,257,final_test_bonus,v013217,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,353,oracle,v496138,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,81,train,v673670,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,252,final_test_bonus,v826650,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,247,live_test_main,v868368,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,585,oracle,v905083,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,155,live_test_bonus,v629507,313,True,313,414,414,313,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,552,train,v105334,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,615,final_test_main,v614244,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,644,final_test_bonus,v506840,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,256,final_test_main,v614244,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,483,final_test_bonus,v767351,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,707,train,v406663,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,643,train,v069220,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,111,live_test_main,v459625,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,92,train,v524858,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,30,train,v189994,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,80,train,v268315,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,639,final_test_bonus,v826650,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,281,train,v635503,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,225,final_test_bonus,v570340,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,181,live_test_bonus,v609482,317,True,317,414,414,317,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,553,train,v302242,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,110,oracle,v365004,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,411,final_test_bonus,v013217,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,186,final_test_bonus,v767351,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,711,final_test_main,v228338,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,PinkNoise,671,final_test_bonus,v570340,324,True,324,414,414,324,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,127,train,v375633,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,202,live_test_main,v459625,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,509,train,v947500,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,630,live_test_bonus,v629507,313,True,313,414,414,313,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,478,oracle,v905083,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,196,train,v764843,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,240,train,v244904,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,216,live_test_bonus,v823580,322,True,322,414,414,322,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,134,train,v905280,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,43,train,v918185,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,387,train,v608536,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,624,train,v082448,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,322,train,v451066,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,436,train,v913497,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,704,train,v669784,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,21,train,v301349,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,475,final_test_main,v614244,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,125,live_test_main,v459625,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,214,oracle,v905083,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,156,live_test_bonus,v885749,414,False,414,414,414,414,414,False,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,577,train,v338122,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,183,train,v352801,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,9,live_test_bonus,v914100,318,True,318,414,414,318,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,688,train,v059605,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,103,final_test_main,v228338,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,325,train,v781932,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,55,final_test_main,v828311,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,406,train,v523017,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,686,train,v853255,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,482,train,v823695,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,428,live_test_main,v459625,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,170,final_test_main,v828311,300,True,300,414,414,300,414,True,False,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,37,train,v521140,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,547,train,v407087,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,180,train,v379276,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,366,train,v162281,300,True,300,300,414,300,414,True,True,True,True,True
dynamic29755-2-8-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,468,final_test_main,v828311,300,True,300,414,414,300,414,True,False,True,True,True
