label,ID,trial,trial_type,valid_frames,valid_trial
NaturalVideo,v030639,80,final_test_bonus,300,True
RandomDots,v387250,629,final_test_bonus,240,True
GaussianDot,v053674,314,final_test_bonus,315,True
NaturalVideo,v483215,354,oracle,300,True
NaturalVideo,v949423,660,final_test_main,300,True
RandomDots,v376039,348,live_test_bonus,240,True
NaturalVideo,v657428,604,train,300,True
GaussianDot,v904282,626,train,315,True
NaturalVideo,v434173,671,live_test_main,300,True
NaturalVideo,v110857,657,train,300,True
NaturalVideo,v859507,3,final_test_bonus,300,True
RandomDots,v465514,622,train,240,True
NaturalVideo,v653434,515,train,300,True
NaturalVideo,v138146,393,live_test_bonus,300,True
NaturalVideo,v111800,21,train,300,True
NaturalVideo,v073430,443,train,300,True
NaturalVideo,v609141,511,train,300,True
NaturalVideo,v161367,678,train,300,True
NaturalVideo,v755551,452,final_test_main,300,True
NaturalVideo,v601669,708,oracle,300,True
RandomDots,v382274,27,train,240,True
NaturalVideo,v381012,174,final_test_bonus,300,True
NaturalVideo,v299323,352,live_test_main,300,True
NaturalVideo,v384963,1,train,300,True
GaussianDot,v213345,136,oracle,315,True
NaturalVideo,v570779,552,train,300,True
NaturalVideo,v574989,329,final_test_bonus,300,True
NaturalVideo,v033180,95,train,300,True
NaturalVideo,v902783,115,train,300,True
Gabor,v142850,117,live_test_main,300,True
NaturalVideo,v307813,672,train,300,True
Gabor,v547581,410,train,300,True
NaturalVideo,v688820,146,train,300,True
NaturalVideo,v138146,59,train,300,True
GaussianDot,v797643,602,live_test_main,315,True
NaturalVideo,v651896,217,live_test_main,300,True
NaturalVideo,v052971,61,final_test_bonus,300,True
GaussianDot,v904282,311,train,315,True
GaussianDot,v904282,720,train,315,True
NaturalVideo,v687311,106,final_test_bonus,300,True
RandomDots,v246891,518,oracle,240,True
NaturalVideo,v903908,501,train,300,True
NaturalVideo,v657428,374,final_test_bonus,300,True
RandomDots,v711690,12,train,240,True
NaturalVideo,v394780,33,train,300,True
NaturalVideo,v867424,436,train,300,True
NaturalVideo,v090661,560,oracle,300,True
Gabor,v142850,472,final_test_main,300,True
GaussianDot,v213345,138,train,315,True
NaturalVideo,v759240,563,final_test_bonus,300,True
NaturalVideo,v088721,412,train,300,True
RandomDots,v387250,11,train,240,True
NaturalVideo,v017876,359,train,300,True
NaturalVideo,v890703,508,train,300,True
GaussianDot,v809734,258,train,315,True
NaturalVideo,v108019,737,train,300,True
NaturalVideo,v411255,486,live_test_bonus,300,True
NaturalVideo,v203714,676,train,300,True
NaturalVideo,v033180,667,oracle,300,True
NaturalVideo,v698965,465,train,300,True
NaturalVideo,v164345,637,oracle,300,True
NaturalVideo,v657428,158,final_test_bonus,300,True
Gabor,v516325,241,train,300,True
RandomDots,v246891,731,train,240,True
NaturalVideo,v033180,732,train,300,True
GaussianDot,v213345,112,train,315,True
NaturalVideo,v829853,458,live_test_main,300,True
NaturalVideo,v592300,461,final_test_bonus,300,True
NaturalVideo,v349235,627,final_test_bonus,300,True
NaturalVideo,v674844,582,train,300,True
Gabor,v802843,586,final_test_bonus,300,True
NaturalVideo,v241699,415,final_test_bonus,300,True
NaturalVideo,v918526,687,live_test_bonus,300,True
NaturalVideo,v283301,5,train,300,True
NaturalVideo,v129298,195,live_test_main,300,True
Gabor,v547581,607,live_test_main,300,True
NaturalVideo,v464230,661,train,300,True
NaturalVideo,v570075,44,train,300,True
NaturalVideo,v570779,544,live_test_bonus,300,True
NaturalVideo,v164345,219,oracle,300,True
Gabor,v903646,673,live_test_bonus,300,True
GaussianDot,v797643,269,live_test_bonus,315,True
RandomDots,v711690,14,live_test_bonus,240,True
NaturalVideo,v688820,175,live_test_main,300,True
RandomDots,v711690,725,train,240,True
NaturalVideo,v283301,135,train,300,True
NaturalVideo,v785569,268,train,300,True
NaturalVideo,v785569,290,train,300,True
NaturalVideo,v867424,413,train,300,True
NaturalVideo,v712538,455,train,300,True
NaturalVideo,v943281,83,live_test_main,300,True
NaturalVideo,v570779,429,train,300,True
NaturalVideo,v838052,434,live_test_bonus,300,True
NaturalVideo,v734693,343,train,300,True
NaturalVideo,v660715,143,live_test_main,300,True
NaturalVideo,v411255,468,final_test_main,300,True
NaturalVideo,v476053,666,oracle,300,True
NaturalVideo,v768220,46,train,300,True
NaturalVideo,v996288,322,train,300,True
NaturalVideo,v574372,406,final_test_bonus,300,True
NaturalVideo,v554248,320,train,300,True
NaturalVideo,v249808,583,train,300,True
NaturalVideo,v636310,110,final_test_main,300,True
NaturalVideo,v755178,466,train,300,True
GaussianDot,v797643,559,final_test_bonus,315,True
NaturalVideo,v393238,623,final_test_bonus,300,True
NaturalVideo,v867424,638,live_test_main,300,True
NaturalVideo,v449786,141,final_test_main,300,True
NaturalVideo,v434173,260,train,300,True
NaturalVideo,v657428,711,final_test_bonus,300,True
RandomDots,v711690,316,final_test_bonus,240,True
RandomDots,v387250,522,final_test_bonus,240,True
NaturalVideo,v027433,435,oracle,300,True
Gabor,v516325,317,live_test_bonus,300,True
NaturalVideo,v912403,179,train,300,True
NaturalVideo,v144205,467,train,300,True
NaturalVideo,v164345,579,final_test_bonus,300,True
NaturalVideo,v904222,142,final_test_main,300,True
NaturalVideo,v303796,692,train,300,True
NaturalVideo,v509309,703,live_test_main,300,True
Gabor,v903646,444,live_test_main,300,True
NaturalVideo,v411255,565,final_test_bonus,300,True
NaturalVideo,v241699,551,live_test_main,300,True
GaussianDot,v809734,365,train,315,True
RandomDots,v376039,375,final_test_bonus,240,True
GaussianDot,v053674,420,final_test_bonus,315,True
NaturalVideo,v241699,74,train,300,True
GaussianDot,v213345,270,oracle,315,True
NaturalVideo,v507424,709,live_test_main,300,True
GaussianDot,v664518,658,final_test_bonus,315,True
NaturalVideo,v573797,527,train,300,True
NaturalVideo,v210767,399,final_test_bonus,300,True
NaturalVideo,v505000,351,train,300,True
Gabor,v802843,312,live_test_bonus,300,True
GaussianDot,v797643,137,live_test_main,315,True
NaturalVideo,v539325,478,train,300,True
RandomDots,v711690,589,train,240,True
NaturalVideo,v568865,42,final_test_main,300,True
NaturalVideo,v327565,665,live_test_main,300,True
NaturalVideo,v235454,454,train,300,True
NaturalVideo,v440820,636,final_test_main,300,True
NaturalVideo,v108019,220,final_test_main,300,True
NaturalVideo,v530902,702,final_test_bonus,300,True
NaturalVideo,v500193,93,train,300,True
NaturalVideo,v241699,227,oracle,300,True
NaturalVideo,v017876,594,train,300,True
Gabor,v516325,55,train,300,True
RandomDots,v292143,624,train,240,True
NaturalVideo,v169776,47,final_test_bonus,300,True
NaturalVideo,v836972,369,train,300,True
NaturalVideo,v394780,122,train,300,True
NaturalVideo,v108019,196,final_test_bonus,300,True
NaturalVideo,v283301,394,oracle,300,True
NaturalVideo,v341402,729,live_test_bonus,300,True
NaturalVideo,v789169,237,train,300,True
RandomDots,v387250,698,oracle,240,True
Gabor,v720842,344,train,300,True
NaturalVideo,v896855,186,final_test_main,300,True
NaturalVideo,v704414,572,train,300,True
RandomDots,v602043,8,train,240,True
NaturalVideo,v127904,333,final_test_main,300,True
NaturalVideo,v824868,505,oracle,300,True
Gabor,v142850,166,final_test_main,300,True
NaturalVideo,v938466,325,oracle,300,True
NaturalVideo,v569177,650,final_test_bonus,300,True
NaturalVideo,v778751,49,train,300,True
NaturalVideo,v283301,183,live_test_bonus,300,True
GaussianDot,v809734,60,oracle,315,True
NaturalVideo,v184282,339,live_test_main,300,True
NaturalVideo,v515519,191,oracle,300,True
NaturalVideo,v755178,34,oracle,300,True
Gabor,v547581,441,train,300,True
NaturalVideo,v411255,77,train,300,True
NaturalVideo,v893187,248,oracle,300,True
NaturalVideo,v108019,337,train,300,True
NaturalVideo,v813374,105,final_test_main,300,True
NaturalVideo,v411255,683,train,300,True
NaturalVideo,v657428,422,train,300,True
NaturalVideo,v755178,257,final_test_bonus,300,True
NaturalVideo,v885151,531,train,300,True
NaturalVideo,v600785,738,train,300,True
NaturalVideo,v657428,718,live_test_bonus,300,True
NaturalVideo,v334461,427,train,300,True
GaussianDot,v809734,700,final_test_bonus,315,True
NaturalVideo,v466168,120,live_test_main,300,True
NaturalVideo,v853808,113,live_test_bonus,300,True
NaturalVideo,v394780,377,train,300,True
RandomDots,v246891,209,final_test_main,240,True
NaturalVideo,v658501,390,oracle,300,True
NaturalVideo,v349921,345,train,300,True
NaturalVideo,v896202,598,train,300,True
NaturalVideo,v047604,78,train,300,True
NaturalVideo,v631415,514,final_test_bonus,300,True
NaturalVideo,v123796,663,train,300,True
NaturalVideo,v854298,548,final_test_main,300,True
RandomDots,v376039,489,final_test_bonus,240,True
NaturalVideo,v478433,92,final_test_main,300,True
NaturalVideo,v376695,408,final_test_bonus,300,True
NaturalVideo,v256028,279,train,300,True
NaturalVideo,v394780,139,oracle,300,True
NaturalVideo,v688897,652,live_test_bonus,300,True
Gabor,v720842,76,train,300,True
NaturalVideo,v706012,542,live_test_main,300,True
NaturalVideo,v844942,696,train,300,True
RandomDots,v376039,641,train,240,True
Gabor,v142850,97,final_test_main,300,True
NaturalVideo,v033180,639,live_test_main,300,True
RandomDots,v711690,28,live_test_main,240,True
NaturalVideo,v443652,360,final_test_bonus,300,True
RandomDots,v376039,334,train,240,True
NaturalVideo,v164345,529,live_test_main,300,True
NaturalVideo,v657428,22,live_test_bonus,300,True
RandomDots,v382274,236,live_test_bonus,240,True
NaturalVideo,v685984,203,final_test_bonus,300,True
NaturalVideo,v017255,157,live_test_bonus,300,True
NaturalVideo,v411255,610,train,300,True
NaturalVideo,v138146,163,final_test_bonus,300,True
NaturalVideo,v649381,100,live_test_bonus,300,True
NaturalVideo,v561124,496,final_test_bonus,300,True
Gabor,v547581,668,live_test_bonus,300,True
NaturalVideo,v078081,288,final_test_bonus,300,True
Gabor,v903646,283,train,300,True
NaturalVideo,v657428,575,train,300,True
NaturalVideo,v475632,69,train,300,True
NaturalVideo,v575906,118,train,300,True
NaturalVideo,v802799,98,final_test_bonus,300,True
NaturalVideo,v962718,469,oracle,300,True
NaturalVideo,v426384,182,oracle,300,True
NaturalVideo,v246850,309,live_test_main,300,True
NaturalVideo,v283025,66,oracle,300,True
NaturalVideo,v241699,231,train,300,True
NaturalVideo,v723665,70,final_test_bonus,300,True
RandomDots,v382274,266,live_test_main,240,True
NaturalVideo,v979046,373,train,300,True
NaturalVideo,v706796,313,live_test_bonus,300,True
NaturalVideo,v033180,284,final_test_main,300,True
NaturalVideo,v782726,644,train,300,True
NaturalVideo,v475104,659,train,300,True
NaturalVideo,v688820,13,train,300,True
NaturalVideo,v946023,616,final_test_bonus,300,True
NaturalVideo,v294513,421,oracle,300,True
NaturalVideo,v105102,267,train,300,True
NaturalVideo,v654916,545,train,300,True
Gabor,v802843,538,final_test_main,300,True
Gabor,v903646,367,live_test_bonus,300,True
Gabor,v802843,332,train,300,True
NaturalVideo,v957282,710,train,300,True
NaturalVideo,v247750,229,train,300,True
NaturalVideo,v241699,116,train,300,True
NaturalVideo,v652741,485,train,300,True
NaturalVideo,v288438,474,train,300,True
NaturalVideo,v867424,601,train,300,True
NaturalVideo,v860264,612,train,300,True
NaturalVideo,v932667,300,live_test_bonus,300,True
NaturalVideo,v017876,719,final_test_bonus,300,True
NaturalVideo,v867424,662,train,300,True
NaturalVideo,v375261,599,live_test_bonus,300,True
NaturalVideo,v883462,262,live_test_bonus,300,True
NaturalVideo,v254210,326,final_test_bonus,300,True
NaturalVideo,v434173,20,final_test_bonus,300,True
NaturalVideo,v108019,539,final_test_bonus,300,True
NaturalVideo,v283301,51,train,300,True
GaussianDot,v213345,331,train,315,True
NaturalVideo,v434173,481,train,300,True
NaturalVideo,v865373,727,train,300,True
RandomDots,v602043,387,live_test_main,240,True
NaturalVideo,v777462,280,live_test_bonus,300,True
GaussianDot,v809734,724,train,315,True
NaturalVideo,v840855,570,train,300,True
NaturalVideo,v980413,171,train,300,True
NaturalVideo,v164345,642,final_test_bonus,300,True
NaturalVideo,v785569,40,train,300,True
NaturalVideo,v989322,573,train,300,True
NaturalVideo,v296346,86,live_test_bonus,300,True
NaturalVideo,v033180,101,final_test_bonus,300,True
NaturalVideo,v402031,247,train,300,True
NaturalVideo,v643821,396,final_test_bonus,300,True
RandomDots,v602043,706,train,240,True
NaturalVideo,v622800,121,live_test_bonus,300,True
NaturalVideo,v826906,204,final_test_main,300,True
NaturalVideo,v222722,75,train,300,True
RandomDots,v465514,52,train,240,True
NaturalVideo,v345286,111,train,300,True
NaturalVideo,v136451,234,final_test_bonus,300,True
Gabor,v142850,24,oracle,300,True
Gabor,v547581,253,train,300,True
NaturalVideo,v164345,428,final_test_bonus,300,True
RandomDots,v246891,546,train,240,True
NaturalVideo,v241699,114,train,300,True
GaussianDot,v664518,502,live_test_bonus,315,True
NaturalVideo,v700657,416,final_test_bonus,300,True
GaussianDot,v904282,632,final_test_main,315,True
NaturalVideo,v570779,17,oracle,300,True
NaturalVideo,v425976,635,train,300,True
NaturalVideo,v071311,621,train,300,True
NaturalVideo,v297874,643,train,300,True
NaturalVideo,v156379,417,train,300,True
NaturalVideo,v735892,721,live_test_main,300,True
NaturalVideo,v443652,84,train,300,True
RandomDots,v246891,222,train,240,True
RandomDots,v376039,606,train,240,True
NaturalVideo,v798007,6,final_test_main,300,True
NaturalVideo,v088673,188,live_test_main,300,True
NaturalVideo,v178107,605,train,300,True
NaturalVideo,v237591,432,train,300,True
NaturalVideo,v653637,62,train,300,True
NaturalVideo,v505159,517,final_test_main,300,True
RandomDots,v382274,447,live_test_bonus,240,True
NaturalVideo,v822473,569,final_test_bonus,300,True
GaussianDot,v809734,736,final_test_bonus,315,True
NaturalVideo,v477415,31,final_test_bonus,300,True
NaturalVideo,v848450,319,train,300,True
NaturalVideo,v267355,362,train,300,True
Gabor,v802843,674,oracle,300,True
NaturalVideo,v642797,395,train,300,True
NaturalVideo,v138146,151,train,300,True
GaussianDot,v213345,336,final_test_main,315,True
GaussianDot,v053674,277,final_test_bonus,315,True
NaturalVideo,v555378,446,train,300,True
NaturalVideo,v407170,294,live_test_main,300,True
NaturalVideo,v530889,376,oracle,300,True
NaturalVideo,v153045,620,train,300,True
RandomDots,v602043,457,train,240,True
RandomDots,v382274,160,train,240,True
NaturalVideo,v140270,164,final_test_main,300,True
NaturalVideo,v688820,90,oracle,300,True
NaturalVideo,v885661,537,train,300,True
NaturalVideo,v493947,372,train,300,True
NaturalVideo,v443652,323,final_test_bonus,300,True
RandomDots,v382274,32,final_test_bonus,240,True
NaturalVideo,v876387,96,final_test_bonus,300,True
NaturalVideo,v555230,519,train,300,True
NaturalVideo,v958340,577,train,300,True
NaturalVideo,v588928,449,final_test_bonus,300,True
RandomDots,v602043,206,train,240,True
NaturalVideo,v513487,223,final_test_main,300,True
NaturalVideo,v755178,611,oracle,300,True
NaturalVideo,v917299,304,train,300,True
NaturalVideo,v164345,487,train,300,True
NaturalVideo,v283301,287,train,300,True
NaturalVideo,v785569,130,train,300,True
Gabor,v802843,595,train,300,True
Gabor,v903646,161,train,300,True
NaturalVideo,v949611,145,train,300,True
NaturalVideo,v283301,688,final_test_bonus,300,True
RandomDots,v711690,23,train,240,True
NaturalVideo,v384387,259,final_test_main,300,True
Gabor,v720842,503,train,300,True
NaturalVideo,v427846,733,train,300,True
NaturalVideo,v628424,154,train,300,True
NaturalVideo,v125337,299,train,300,True
NaturalVideo,v033180,342,final_test_bonus,300,True
NaturalVideo,v688820,482,final_test_bonus,300,True
NaturalVideo,v691990,403,train,300,True
NaturalVideo,v017876,193,train,300,True
NaturalVideo,v382707,463,oracle,300,True
NaturalVideo,v257063,64,train,300,True
NaturalVideo,v033180,228,oracle,300,True
RandomDots,v292143,631,train,240,True
NaturalVideo,v978115,200,train,300,True
GaussianDot,v797643,224,train,315,True
RandomDots,v602043,104,train,240,True
NaturalVideo,v294134,10,live_test_bonus,300,True
NaturalVideo,v033180,210,train,300,True
NaturalVideo,v344297,338,final_test_main,300,True
NaturalVideo,v867424,58,oracle,300,True
NaturalVideo,v289240,384,final_test_main,300,True
NaturalVideo,v323093,617,live_test_bonus,300,True
NaturalVideo,v844719,603,train,300,True
GaussianDot,v809734,275,oracle,315,True
NaturalVideo,v948796,418,final_test_main,300,True
NaturalVideo,v599623,149,train,300,True
NaturalVideo,v248799,235,train,300,True
NaturalVideo,v785569,131,train,300,True
Gabor,v720842,127,train,300,True
NaturalVideo,v775057,99,train,300,True
NaturalVideo,v364936,682,oracle,300,True
Gabor,v142850,513,train,300,True
NaturalVideo,v159322,356,live_test_bonus,300,True
NaturalVideo,v058020,656,final_test_bonus,300,True
NaturalVideo,v874776,107,final_test_bonus,300,True
NaturalVideo,v551254,634,train,300,True
NaturalVideo,v599998,407,final_test_bonus,300,True
NaturalVideo,v321520,212,live_test_bonus,300,True
NaturalVideo,v755178,246,train,300,True
NaturalVideo,v241699,298,final_test_bonus,300,True
RandomDots,v376039,37,train,240,True
NaturalVideo,v434173,4,train,300,True
NaturalVideo,v164345,201,train,300,True
NaturalVideo,v389427,256,live_test_main,300,True
NaturalVideo,v896202,655,train,300,True
NaturalVideo,v057536,690,train,300,True
NaturalVideo,v227256,654,train,300,True
RandomDots,v246891,276,final_test_bonus,240,True
NaturalVideo,v924919,129,train,300,True
NaturalVideo,v777664,303,final_test_bonus,300,True
NaturalVideo,v718647,492,live_test_main,300,True
NaturalVideo,v785569,547,train,300,True
NaturalVideo,v570779,173,train,300,True
Gabor,v516325,523,train,300,True
NaturalVideo,v010944,596,final_test_bonus,300,True
NaturalVideo,v004231,85,train,300,True
NaturalVideo,v946293,281,oracle,300,True
RandomDots,v292143,29,train,240,True
RandomDots,v387250,625,live_test_main,240,True
NaturalVideo,v138146,694,train,300,True
NaturalVideo,v835038,525,train,300,True
NaturalVideo,v437115,648,train,300,True
NaturalVideo,v442775,712,final_test_bonus,300,True
NaturalVideo,v581335,381,train,300,True
NaturalVideo,v963789,144,train,300,True
NaturalVideo,v755178,423,live_test_bonus,300,True
NaturalVideo,v798279,509,train,300,True
NaturalVideo,v570779,73,final_test_bonus,300,True
Gabor,v547581,715,train,300,True
RandomDots,v292143,25,final_test_bonus,240,True
NaturalVideo,v108019,504,train,300,True
RandomDots,v292143,500,live_test_main,240,True
RandomDots,v246891,368,live_test_main,240,True
NaturalVideo,v793532,549,train,300,True
RandomDots,v387250,459,train,240,True
GaussianDot,v053674,581,train,315,True
NaturalVideo,v443652,7,live_test_main,300,True
NaturalVideo,v355250,670,oracle,300,True
NaturalVideo,v867424,555,live_test_bonus,300,True
RandomDots,v465514,318,final_test_bonus,240,True
NaturalVideo,v434173,591,train,300,True
NaturalVideo,v840829,713,train,300,True
NaturalVideo,v443652,226,train,300,True
NaturalVideo,v521138,153,final_test_main,300,True
NaturalVideo,v352734,566,final_test_main,300,True
NaturalVideo,v462354,528,train,300,True
NaturalVideo,v411255,89,train,300,True
NaturalVideo,v820884,580,final_test_bonus,300,True
RandomDots,v387250,564,train,240,True
NaturalVideo,v636376,398,final_test_bonus,300,True
NaturalVideo,v490988,103,train,300,True
NaturalVideo,v896202,263,live_test_bonus,300,True
GaussianDot,v213345,488,final_test_bonus,315,True
NaturalVideo,v444987,133,final_test_main,300,True
NaturalVideo,v382844,108,train,300,True
NaturalVideo,v163677,295,train,300,True
NaturalVideo,v443652,286,live_test_main,300,True
GaussianDot,v664518,211,train,315,True
NaturalVideo,v792894,462,train,300,True
NaturalVideo,v108019,645,live_test_bonus,300,True
NaturalVideo,v411255,600,train,300,True
NaturalVideo,v312810,296,train,300,True
NaturalVideo,v896202,404,final_test_bonus,300,True
NaturalVideo,v785569,669,train,300,True
Gabor,v516325,388,train,300,True
NaturalVideo,v865952,689,final_test_main,300,True
NaturalVideo,v017896,707,train,300,True
NaturalVideo,v295277,697,final_test_bonus,300,True
NaturalVideo,v896202,516,train,300,True
GaussianDot,v797643,128,train,315,True
NaturalVideo,v443652,53,final_test_bonus,300,True
NaturalVideo,v850867,491,final_test_bonus,300,True
NaturalVideo,v606950,140,final_test_bonus,300,True
RandomDots,v376039,530,train,240,True
NaturalVideo,v766123,30,final_test_bonus,300,True
NaturalVideo,v688820,460,train,300,True
NaturalVideo,v893553,82,train,300,True
NaturalVideo,v561322,379,oracle,300,True
NaturalVideo,v075292,370,final_test_bonus,300,True
RandomDots,v382274,165,train,240,True
NaturalVideo,v283301,225,live_test_bonus,300,True
NaturalVideo,v394780,184,final_test_main,300,True
NaturalVideo,v092753,490,final_test_bonus,300,True
NaturalVideo,v533853,677,train,300,True
NaturalVideo,v181240,273,train,300,True
NaturalVideo,v837118,249,train,300,True
NaturalVideo,v562458,448,final_test_bonus,300,True
NaturalVideo,v093522,506,final_test_main,300,True
RandomDots,v465514,534,final_test_bonus,240,True
NaturalVideo,v688820,664,final_test_main,300,True
NaturalVideo,v340069,597,train,300,True
NaturalVideo,v426485,615,final_test_bonus,300,True
NaturalVideo,v570779,197,final_test_main,300,True
RandomDots,v465514,289,train,240,True
NaturalVideo,v033301,480,final_test_bonus,300,True
Gabor,v142850,56,live_test_main,300,True
NaturalVideo,v135205,735,train,300,True
NaturalVideo,v688820,695,train,300,True
GaussianDot,v664518,189,train,315,True
RandomDots,v382274,36,oracle,240,True
RandomDots,v602043,274,final_test_main,240,True
NaturalVideo,v755178,213,train,300,True
RandomDots,v382274,554,final_test_bonus,240,True
NaturalVideo,v108019,493,oracle,300,True
NaturalVideo,v287291,363,train,300,True
NaturalVideo,v005487,159,live_test_bonus,300,True
NaturalVideo,v434173,685,train,300,True
GaussianDot,v797643,557,live_test_bonus,315,True
NaturalVideo,v138146,9,train,300,True
NaturalVideo,v324344,88,train,300,True
NaturalVideo,v855279,471,final_test_bonus,300,True
NaturalVideo,v138146,245,train,300,True
NaturalVideo,v849837,470,final_test_bonus,300,True
RandomDots,v292143,524,live_test_main,240,True
NaturalVideo,v794723,207,train,300,True
NaturalVideo,v241699,640,train,300,True
Gabor,v547581,45,train,300,True
GaussianDot,v053674,609,train,315,True
NaturalVideo,v411330,307,train,300,True
NaturalVideo,v017876,102,train,300,True
NaturalVideo,v480200,353,train,300,True
NaturalVideo,v896202,533,train,300,True
NaturalVideo,v073486,87,train,300,True
NaturalVideo,v919024,208,final_test_main,300,True
NaturalVideo,v785569,176,train,300,True
NaturalVideo,v394780,63,train,300,True
NaturalVideo,v808390,216,final_test_main,300,True
RandomDots,v292143,271,oracle,240,True
NaturalVideo,v017876,578,train,300,True
NaturalVideo,v017876,254,live_test_bonus,300,True
Gabor,v720842,726,train,300,True
RandomDots,v292143,543,train,240,True
Gabor,v802843,526,train,300,True
NaturalVideo,v394780,507,train,300,True
NaturalVideo,v896202,364,final_test_bonus,300,True
NaturalVideo,v063801,306,final_test_bonus,300,True
NaturalVideo,v725191,170,train,300,True
NaturalVideo,v414944,651,final_test_bonus,300,True
NaturalVideo,v411255,242,final_test_main,300,True
NaturalVideo,v806170,125,live_test_main,300,True
NaturalVideo,v570779,649,final_test_main,300,True
GaussianDot,v053674,2,final_test_main,315,True
NaturalVideo,v206793,535,final_test_bonus,300,True
NaturalVideo,v755178,350,train,300,True
GaussianDot,v664518,532,train,315,True
Gabor,v802843,391,final_test_main,300,True
GaussianDot,v664518,734,train,315,True
NaturalVideo,v867424,221,live_test_main,300,True
Gabor,v802843,185,oracle,300,True
Gabor,v547581,440,live_test_bonus,300,True
NaturalVideo,v532357,585,train,300,True
GaussianDot,v053674,439,final_test_main,315,True
GaussianDot,v213345,68,train,315,True
NaturalVideo,v518643,358,final_test_bonus,300,True
NaturalVideo,v405223,48,final_test_bonus,300,True
NaturalVideo,v138146,382,oracle,300,True
NaturalVideo,v785569,150,live_test_bonus,300,True
NaturalVideo,v334727,647,live_test_main,300,True
NaturalVideo,v443652,194,oracle,300,True
NaturalVideo,v690634,67,train,300,True
RandomDots,v465514,628,train,240,True
RandomDots,v465514,540,final_test_bonus,240,True
NaturalVideo,v513151,361,train,300,True
Gabor,v903646,255,train,300,True
NaturalVideo,v572909,512,train,300,True
RandomDots,v602043,341,oracle,240,True
NaturalVideo,v017876,424,live_test_bonus,300,True
NaturalVideo,v164345,371,train,300,True
NaturalVideo,v585130,357,train,300,True
NaturalVideo,v270317,456,final_test_bonus,300,True
NaturalVideo,v753107,389,train,300,True
NaturalVideo,v603963,251,final_test_bonus,300,True
NaturalVideo,v434173,50,final_test_bonus,300,True
Gabor,v720842,477,live_test_bonus,300,True
GaussianDot,v053674,315,train,315,True
NaturalVideo,v104639,730,final_test_bonus,300,True
GaussianDot,v797643,272,final_test_bonus,315,True
GaussianDot,v904282,425,train,315,True
NaturalVideo,v434173,162,final_test_bonus,300,True
NaturalVideo,v926469,576,live_test_bonus,300,True
NaturalVideo,v781861,556,train,300,True
GaussianDot,v809734,134,train,315,True
NaturalVideo,v982015,411,train,300,True
Gabor,v903646,91,train,300,True
Gabor,v516325,172,oracle,300,True
GaussianDot,v053674,239,oracle,315,True
RandomDots,v711690,155,oracle,240,True
Gabor,v547581,366,oracle,300,True
Gabor,v720842,722,final_test_bonus,300,True
RandomDots,v602043,81,oracle,240,True
NaturalVideo,v172707,473,train,300,True
NaturalVideo,v761301,380,train,300,True
NaturalVideo,v497247,588,final_test_main,300,True
NaturalVideo,v504822,701,train,300,True
NaturalVideo,v563792,335,train,300,True
