recording,label,ID,trial,trial_type,valid_frames,valid_trial,valid_frames_video,valid_frames_response
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v065630,152,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v904981,363,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v331596,327,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v452255,132,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v094652,597,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v533492,106,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v182134,50,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v668927,367,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v349458,600,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v304430,588,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v907114,285,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v864355,359,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v098651,682,live_test_bonus,319,True,319,319
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v875377,348,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v922843,290,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v659477,282,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v210529,628,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v354494,173,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v941494,381,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v365958,70,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v306852,518,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v336984,2,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v199228,608,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v000068,498,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v756831,474,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v577941,623,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v963094,382,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v457245,69,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v582341,693,live_test_bonus,306,True,306,306
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v336984,27,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v358861,153,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v090089,709,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v821599,159,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v001281,169,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v050973,448,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v288418,288,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v587358,631,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v365958,334,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v551350,294,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v331596,455,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v002078,326,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v635759,257,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v191606,353,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v286460,81,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v388612,252,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v001281,247,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v112475,585,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v981618,155,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v785207,552,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v331596,615,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v549969,644,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v336984,256,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v821599,483,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v969497,707,live_test_bonus,312,True,312,312
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v336984,643,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v349458,111,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v006961,92,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v122496,30,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v181977,80,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v705281,281,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v078629,225,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v692395,181,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v878608,553,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v549969,110,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v045258,411,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v001281,186,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v139482,671,live_test_bonus,310,True,310,310
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v685357,127,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v842351,202,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v167348,509,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v982195,630,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v558356,478,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v719390,196,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v065630,240,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v837707,216,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v533391,134,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v001281,43,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v354494,387,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v391908,624,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v639901,322,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v785190,436,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v090089,704,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v264712,21,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v659477,475,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v639007,125,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v331596,214,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v765092,156,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v659477,577,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v611587,183,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v358861,9,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v139482,688,live_test_bonus,310,True,310,310
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v102327,103,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v089883,325,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v600456,55,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v358861,406,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v090089,686,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v181977,482,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v577941,428,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v821599,170,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v066516,37,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v577941,547,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v317244,180,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v365626,366,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v001128,468,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v568478,441,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v009075,174,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v655749,362,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v139482,673,live_test_bonus,310,True,310,310
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v074615,569,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v043235,578,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v692395,393,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v719390,168,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v078629,99,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v042308,226,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v870165,626,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v001281,374,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v688357,492,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v687476,95,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v375405,239,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v062166,150,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v033846,52,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v193139,108,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v090089,676,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v764777,606,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v458905,278,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v719390,556,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v615667,399,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v913026,17,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v098651,675,live_test_bonus,319,True,319,319
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v749883,206,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v090089,694,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v502933,130,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v358861,486,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v730561,508,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v001128,298,oracle,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v803115,266,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v954195,228,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v250732,54,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v078629,76,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v853963,0,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v969497,684,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v391908,65,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v434652,138,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v689706,384,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v969497,683,live_test_bonus,313,True,313,313
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v302402,231,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v233418,481,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v375405,388,final_test_bonus,315,True,315,315
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v692395,102,final_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,PinkNoise,v577941,549,final_test_bonus,324,True,324,324
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalImages,v065428,700,live_test_bonus,326,True,326,326
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v672870,636,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v302402,440,live_test_main,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,NaturalVideo,v964200,224,train,300,True,300,300
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,GaussianDot,v452255,301,final_test_bonus,315,True,315,315
