recording,label,ID,trial,trial_type,valid_frames,valid_trial,valid_frames_video,valid_frames_response
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083551,89,final_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v034999,563,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v358323,499,oracle,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v436074,1,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v713856,221,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v787855,271,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v159871,408,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v648393,207,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,157,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v966510,215,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v302355,462,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v054019,14,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v497685,391,final_test_bonus,318,True,318,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,105,oracle,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,152,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v270020,363,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,327,final_test_bonus,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v105696,132,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v158791,597,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v432454,106,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v321770,50,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v958599,367,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v989240,600,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v968579,588,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v156298,285,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v149759,359,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v565480,348,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v211157,290,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v307059,282,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v128404,628,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v441350,173,live_test_main,315,True,315,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v251064,381,train,310,True,310,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v118923,70,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v659762,518,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v497685,24,final_test_bonus,318,True,318,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v572791,2,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v763701,608,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v763701,498,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v441350,474,train,315,True,315,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v647926,623,train,320,True,320,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083315,382,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v580618,69,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,27,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v647926,153,final_test_bonus,320,True,320,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v531041,159,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,169,live_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v102794,448,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v381850,288,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v413857,631,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v828474,334,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v890372,294,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v034999,455,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v033102,326,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,257,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v998399,353,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v309406,81,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v641715,252,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v024038,247,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v206848,585,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v377470,155,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v410243,552,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v216799,615,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v571404,644,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v958599,256,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v799987,483,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v955741,643,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v104455,111,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v846533,92,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v055190,30,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v039623,80,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v483633,639,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v749530,281,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v622182,225,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v763701,181,live_test_main,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v034999,553,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v761118,110,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v622182,411,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v817821,186,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v054019,671,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v321770,127,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083551,202,oracle,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v749530,509,final_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v722519,630,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v375821,478,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v156319,196,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v339663,240,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v659762,216,oracle,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v045590,134,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v071972,43,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v860229,387,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v251064,624,train,310,True,310,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,322,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v599261,436,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v497508,21,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v648393,475,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v909972,125,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v028823,214,final_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v683908,156,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v722519,577,live_test_bonus,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v037952,183,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v377470,9,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v749530,103,final_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v531041,325,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v497685,55,live_test_bonus,318,True,318,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v975288,406,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v497685,482,final_test_bonus,318,True,318,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v699160,428,oracle,325,True,325,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v958599,170,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v531041,37,live_test_bonus,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v071972,547,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v248862,180,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v636910,366,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v968579,468,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v292151,441,live_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v827242,174,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v441597,362,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v494156,673,final_test_main,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v596151,569,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v979565,578,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v358323,393,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v749530,168,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v303206,99,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v481952,226,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v901704,626,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v847961,374,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v251064,492,final_test_bonus,310,True,310,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083551,95,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v611069,239,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v622182,150,oracle,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v817821,52,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v580618,108,oracle,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v871752,676,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v908781,606,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v321770,278,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v180541,556,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v699160,399,live_test_bonus,325,True,325,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v437591,17,final_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083551,675,live_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v461934,206,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,130,live_test_main,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v719750,486,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v028823,508,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v726512,298,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v889455,266,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v390026,228,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v738049,54,final_test_bonus,313,True,313,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v543717,76,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v698535,0,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,65,oracle,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v641012,138,final_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v132866,384,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v572791,231,train,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v016230,481,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v866645,388,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v699841,102,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v116654,549,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v641012,636,live_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v034999,440,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v180920,224,oracle,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v447299,301,live_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v165297,90,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v648393,596,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v251064,540,final_test_bonus,310,True,310,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,Gabor,v028823,358,live_test_bonus,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v916063,622,final_test_bonus,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalImages,v497685,38,live_test_main,318,True,318,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v243589,632,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v361020,522,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,RandomDots,v578618,479,live_test_main,240,True,240,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v083551,617,train,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v562651,524,train,300,True,300,300
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v437591,292,live_test_main,300,True,300,325
dynamic29623-4-9-Video-9b4f6a1a067fe51e15306b9628efea20,NaturalVideo,v246438,650,live_test_bonus,300,True,300,300
